title,year,avgRating,votes,directorName,writeName,runtime,genre
The LEGO Ninjago Movie,2017,6.0,12812,Charlie Bean,Kevin Hageman,101,"Action,Adventure,Animation"
The LEGO Ninjago Movie,2017,6.0,12812,Bob Logan,Kevin Hageman,101,"Action,Adventure,Animation"
The LEGO Ninjago Movie,2017,6.0,12812,Paul Fisher,Dan Hageman,101,"Action,Adventure,Animation"
The LEGO Ninjago Movie,2017,6.0,12812,Charlie Bean,Dan Hageman,101,"Action,Adventure,Animation"
The LEGO Ninjago Movie,2017,6.0,12812,Bob Logan,Dan Hageman,101,"Action,Adventure,Animation"
The LEGO Ninjago Movie,2017,6.0,12812,Paul Fisher,Bob Logan,101,"Action,Adventure,Animation"
The LEGO Ninjago Movie,2017,6.0,12812,Charlie Bean,Bob Logan,101,"Action,Adventure,Animation"
The LEGO Ninjago Movie,2017,6.0,12812,Bob Logan,Bob Logan,101,"Action,Adventure,Animation"
Pitch Perfect 3,2017,6.0,25947,Trish Sie,Mickey Rapkin,93,"Comedy,Music"
Pitch Perfect 3,2017,6.0,25947,Trish Sie,Mike White,93,"Comedy,Music"
Pitch Perfect 3,2017,6.0,25947,Trish Sie,Kay Cannon,93,"Comedy,Music"
iBoy,2017,6.0,13728,Adam Randall,Joe Barton,90,"Action,Crime,Sci-Fi"
iBoy,2017,6.0,13728,Adam Randall,Mark Denton,90,"Action,Crime,Sci-Fi"
iBoy,2017,6.0,13728,Adam Randall,Kevin Brooks,90,"Action,Crime,Sci-Fi"
iBoy,2017,6.0,13728,Adam Randall,Jonny Stockwood,90,"Action,Crime,Sci-Fi"
Fullmetal Alchemist,2017,5.9,11984,Fumihiko Sori,Hiromu Arakawa,135,"Action,Adventure,Fantasy"
Fullmetal Alchemist,2017,5.9,11984,Fumihiko Sori,Fumihiko Sori,135,"Action,Adventure,Fantasy"
Fullmetal Alchemist,2017,5.9,11984,Fumihiko Sori,Takeshi Miyamoto,135,"Action,Adventure,Fantasy"
Kidnap,2017,5.9,23490,Luis Prieto,Knate Lee,95,"Action,Crime,Drama"
Smurfs: The Lost Village,2017,5.9,12913,Kelly Asbury,Stacey Harman,90,"Adventure,Animation,Comedy"
Smurfs: The Lost Village,2017,5.9,12913,Kelly Asbury,Peyo,90,"Adventure,Animation,Comedy"
Smurfs: The Lost Village,2017,5.9,12913,Kelly Asbury,Pamela Ribon,90,"Adventure,Animation,Comedy"
Jigsaw,2017,5.8,41688,Michael Spierig,Pete Goldfinger,92,"Crime,Horror,Mystery"
Jigsaw,2017,5.8,41688,Peter Spierig,Pete Goldfinger,92,"Crime,Horror,Mystery"
Jigsaw,2017,5.8,41688,Michael Spierig,Josh Stolberg,92,"Crime,Horror,Mystery"
Jigsaw,2017,5.8,41688,Peter Spierig,Josh Stolberg,92,"Crime,Horror,Mystery"
The Little Hours,2017,5.8,10050,Jeff Baena,Jeff Baena,90,"Comedy,Romance"
Table 19,2017,5.8,17401,Jeffrey Blitz,Mark Duplass,87,"Comedy,Drama,Romance"
Table 19,2017,5.8,17401,Jeffrey Blitz,Jay Duplass,87,"Comedy,Drama,Romance"
Table 19,2017,5.8,17401,Jeffrey Blitz,Jeffrey Blitz,87,"Comedy,Drama,Romance"
Crimea,2017,5.8,22538,Aleksey Pimanov,Vladimir Bragin,99,"Action,Drama"
Crimea,2017,5.8,22538,Aleksey Pimanov,Aleksey Pimanov,99,"Action,Drama"
All Eyez on Me,2017,5.8,15126,Benny Boom,Jeremy Haft,139,"Biography,Drama,Music"
All Eyez on Me,2017,5.8,15126,Benny Boom,Steven Bagatourian,139,"Biography,Drama,Music"
All Eyez on Me,2017,5.8,15126,Benny Boom,Eddie Gonzalez,139,"Biography,Drama,Music"
2:22,2017,5.7,12560,Paul Currie,Todd Stein,98,Thriller
2:22,2017,5.7,12560,Paul Currie,Nathan Parker,98,Thriller
Little Evil,2017,5.7,12368,Eli Craig,Eli Craig,94,"Comedy,Horror"
Home Again,2017,5.7,15307,Hallie Meyers-Shyer,Hallie Meyers-Shyer,97,"Comedy,Drama,Romance"
Song to Song,2017,5.7,12458,Terrence Malick,Terrence Malick,129,"Drama,Music,Romance"
Security,2017,5.7,10270,Alain Desrochers,Tony Mosher,88,"Action,Crime,Thriller"
Security,2017,5.7,10270,Alain Desrochers,John Sullivan,88,"Action,Crime,Thriller"
Downsizing,2017,5.7,43183,Alexander Payne,Jim Taylor,135,"Comedy,Drama,Sci-Fi"
Downsizing,2017,5.7,43183,Alexander Payne,Alexander Payne,135,"Comedy,Drama,Sci-Fi"
Aftermath,2017,5.7,14268,Elliott Lester,Javier Gullón,94,"Drama,Thriller"
47 Meters Down,2017,5.7,30163,Johannes Roberts,Johannes Roberts,89,"Adventure,Drama,Horror"
47 Meters Down,2017,5.7,30163,Johannes Roberts,Ernest Riera,89,"Adventure,Drama,Horror"
The Dark Tower,2017,5.7,87168,Nikolaj Arcel,Jeff Pinkner,95,"Action,Adventure,Fantasy"
The Dark Tower,2017,5.7,87168,Nikolaj Arcel,Anders Thomas Jensen,95,"Action,Adventure,Fantasy"
The Dark Tower,2017,5.7,87168,Nikolaj Arcel,Stephen King,95,"Action,Adventure,Fantasy"
The Dark Tower,2017,5.7,87168,Nikolaj Arcel,Akiva Goldsman,95,"Action,Adventure,Fantasy"
The Dark Tower,2017,5.7,87168,Nikolaj Arcel,Nikolaj Arcel,95,"Action,Adventure,Fantasy"
Sleepless,2017,5.6,21654,Baran bo Odar,Olivier Douyère,95,"Action,Crime,Thriller"
Sleepless,2017,5.6,21654,Baran bo Odar,Andrea Berloff,95,"Action,Crime,Thriller"
Sleepless,2017,5.6,21654,Baran bo Odar,Nicolas Saada,95,"Action,Crime,Thriller"
Sleepless,2017,5.6,21654,Baran bo Odar,Frédéric Jardin,95,"Action,Crime,Thriller"
Fist Fight,2017,5.6,28825,Richie Keen,Van Robichaux,91,Comedy
Fist Fight,2017,5.6,28825,Richie Keen,Max Greenfield,91,Comedy
Fist Fight,2017,5.6,28825,Richie Keen,Evan Susser,91,Comedy
Baywatch,2017,5.6,100350,Seth Gordon,Michael Berk,116,"Action,Comedy,Crime"
Baywatch,2017,5.6,100350,Seth Gordon,David Ronn,116,"Action,Comedy,Crime"
Baywatch,2017,5.6,100350,Seth Gordon,Jay Scherick,116,"Action,Comedy,Crime"
Baywatch,2017,5.6,100350,Seth Gordon,Robert Ben Garant,116,"Action,Comedy,Crime"
Baywatch,2017,5.6,100350,Seth Gordon,Damian Shannon,116,"Action,Comedy,Crime"
Baywatch,2017,5.6,100350,Seth Gordon,Douglas Schwartz,116,"Action,Comedy,Crime"
Baywatch,2017,5.6,100350,Seth Gordon,Thomas Lennon,116,"Action,Comedy,Crime"
Baywatch,2017,5.6,100350,Seth Gordon,Gregory J. Bonann,116,"Action,Comedy,Crime"
Baywatch,2017,5.6,100350,Seth Gordon,Mark Swift,116,"Action,Comedy,Crime"
The House,2017,5.6,23809,Andrew Jay Cohen,Andrew Jay Cohen,88,Comedy
The House,2017,5.6,23809,Andrew Jay Cohen,Brendan O'Brien,88,Comedy
The Mummy,2017,5.5,130096,Alex Kurtzman,Jenny Lumet,110,"Action,Adventure,Fantasy"
The Mummy,2017,5.5,130096,Alex Kurtzman,Christopher McQuarrie,110,"Action,Adventure,Fantasy"
The Mummy,2017,5.5,130096,Alex Kurtzman,Alex Kurtzman,110,"Action,Adventure,Fantasy"
The Mummy,2017,5.5,130096,Alex Kurtzman,David Koepp,110,"Action,Adventure,Fantasy"
The Mummy,2017,5.5,130096,Alex Kurtzman,Jon Spaihts,110,"Action,Adventure,Fantasy"
The Mummy,2017,5.5,130096,Alex Kurtzman,Dylan Kussman,110,"Action,Adventure,Fantasy"
A Bad Moms Christmas,2017,5.5,21312,Scott Moore,Scott Moore,104,"Adventure,Comedy"
A Bad Moms Christmas,2017,5.5,21312,Jon Lucas,Scott Moore,104,"Adventure,Comedy"
A Bad Moms Christmas,2017,5.5,21312,Scott Moore,Jon Lucas,104,"Adventure,Comedy"
A Bad Moms Christmas,2017,5.5,21312,Jon Lucas,Jon Lucas,104,"Adventure,Comedy"
Suburbicon,2017,5.5,19733,George Clooney,Joel Coen,105,"Crime,Drama,Mystery"
Suburbicon,2017,5.5,19733,George Clooney,George Clooney,105,"Crime,Drama,Mystery"
Suburbicon,2017,5.5,19733,George Clooney,Grant Heslov,105,"Crime,Drama,Mystery"
Suburbicon,2017,5.5,19733,George Clooney,Ethan Coen,105,"Crime,Drama,Mystery"
Jab Harry met Sejal,2017,5.5,14368,Imtiaz Ali,Imtiaz Ali,143,"Comedy,Drama,Romance"
Geostorm,2017,5.4,56279,Dean Devlin,Paul Guyot,109,"Action,Sci-Fi,Thriller"
Geostorm,2017,5.4,56279,Dean Devlin,Dean Devlin,109,"Action,Sci-Fi,Thriller"
The Circle,2017,5.3,60088,James Ponsoldt,Dave Eggers,110,"Drama,Sci-Fi,Thriller"
The Circle,2017,5.3,60088,James Ponsoldt,James Ponsoldt,110,"Drama,Sci-Fi,Thriller"
Naked,2017,5.3,11078,Michael Tiddes,Rick Alvarez,96,"Comedy,Romance"
Naked,2017,5.3,11078,Michael Tiddes,Torkel Knutsson,96,"Comedy,Romance"
Naked,2017,5.3,11078,Michael Tiddes,Cory Koller,96,"Comedy,Romance"
Naked,2017,5.3,11078,Michael Tiddes,Marlon Wayans,96,"Comedy,Romance"
Naked,2017,5.3,11078,Michael Tiddes,Mårten Knutsson,96,"Comedy,Romance"
xXx: Return of Xander Cage,2017,5.2,68797,D.J. Caruso,Rich Wilkes,107,"Action,Adventure,Thriller"
xXx: Return of Xander Cage,2017,5.2,68797,D.J. Caruso,F. Scott Frazier,107,"Action,Adventure,Thriller"
Transformers: The Last Knight,2017,5.2,96081,Michael Bay,Matt Holloway,154,"Action,Adventure,Sci-Fi"
Transformers: The Last Knight,2017,5.2,96081,Michael Bay,Ken Nolan,154,"Action,Adventure,Sci-Fi"
Transformers: The Last Knight,2017,5.2,96081,Michael Bay,Akiva Goldsman,154,"Action,Adventure,Sci-Fi"
Transformers: The Last Knight,2017,5.2,96081,Michael Bay,Art Marcum,154,"Action,Adventure,Sci-Fi"
Cult of Chucky,2017,5.2,13507,Don Mancini,Don Mancini,91,"Horror,Thriller"
Once Upon a Time in Venice,2017,5.2,11330,Mark Cullen,Robb Cullen,94,"Action,Comedy,Thriller"
Once Upon a Time in Venice,2017,5.2,11330,Mark Cullen,Mark Cullen,94,"Action,Comedy,Thriller"
Rough Night,2017,5.2,31039,Lucia Aniello,Lucia Aniello,101,Comedy
Rough Night,2017,5.2,31039,Lucia Aniello,Paul W. Downs,101,Comedy
Flatliners,2017,5.2,23586,Niels Arden Oplev,Peter Filardi,109,"Drama,Sci-Fi,Thriller"
Flatliners,2017,5.2,23586,Niels Arden Oplev,Ben Ripley,109,"Drama,Sci-Fi,Thriller"
Wish Upon,2017,5.1,10522,John R. Leonetti,Barbara Marshall,90,"Fantasy,Horror,Thriller"
The Snowman,2017,5.1,34039,Tomas Alfredson,Søren Sveistrup,119,"Crime,Drama,Mystery"
The Snowman,2017,5.1,34039,Tomas Alfredson,Jo Nesbø,119,"Crime,Drama,Mystery"
The Snowman,2017,5.1,34039,Tomas Alfredson,Peter Straughan,119,"Crime,Drama,Mystery"
The Snowman,2017,5.1,34039,Tomas Alfredson,Hossein Amini,119,"Crime,Drama,Mystery"
Leatherface,2017,5.0,11303,Julien Maury,Kim Henkel,90,"Horror,Thriller"
Leatherface,2017,5.0,11303,Alexandre Bustillo,Kim Henkel,90,"Horror,Thriller"
Leatherface,2017,5.0,11303,Julien Maury,Seth M. Sherwood,90,"Horror,Thriller"
Leatherface,2017,5.0,11303,Alexandre Bustillo,Seth M. Sherwood,90,"Horror,Thriller"
Leatherface,2017,5.0,11303,Julien Maury,Tobe Hooper,90,"Horror,Thriller"
Leatherface,2017,5.0,11303,Alexandre Bustillo,Tobe Hooper,90,"Horror,Thriller"
Fifty Shades Darker,2017,4.6,70583,James Foley,Niall Leonard,118,"Drama,Romance"
Fifty Shades Darker,2017,4.6,70583,James Foley,E.L. James,118,"Drama,Romance"
Death Note,2017,4.6,57074,Adam Wingard,Takeshi Obata,101,"Adventure,Crime,Drama"
Death Note,2017,4.6,57074,Adam Wingard,Charley Parlapanides,101,"Adventure,Crime,Drama"
Death Note,2017,4.6,57074,Adam Wingard,Vlas Parlapanides,101,"Adventure,Crime,Drama"
Death Note,2017,4.6,57074,Adam Wingard,Tsugumi Ôba,101,"Adventure,Crime,Drama"
Death Note,2017,4.6,57074,Adam Wingard,Jeremy Slater,101,"Adventure,Crime,Drama"
Rings,2017,4.5,29357,F. Javier Gutiérrez,Kôji Suzuki,102,"Drama,Horror"
Rings,2017,4.5,29357,F. Javier Gutiérrez,Jacob Estes,102,"Drama,Horror"
Rings,2017,4.5,29357,F. Javier Gutiérrez,David Loucka,102,"Drama,Horror"
Rings,2017,4.5,29357,F. Javier Gutiérrez,Akiva Goldsman,102,"Drama,Horror"
Snatched,2017,4.4,24787,Jonathan Levine,Katie Dippold,90,"Action,Comedy"
Singularity,2017,4.3,10414,Robert Kouba,Robert Kouba,92,"Action,Adventure,Drama"
Singularity,2017,4.3,10414,Robert Kouba,Sebastian Cepeda,92,"Action,Adventure,Drama"
Jeepers Creepers III,2017,4.3,11582,Victor Salva,Victor Salva,100,"Horror,Mystery,Thriller"
The Bye Bye Man,2017,4.3,13798,Stacy Title,Robert Damon Schneck,97,"Horror,Thriller"
The Bye Bye Man,2017,4.3,13798,Stacy Title,Jonathan Penner,97,"Horror,Thriller"
Tubelight,2017,4.2,10462,Kabir Khan,Parveez Sheikh,136,"Drama,War"
Tubelight,2017,4.2,10462,Kabir Khan,Manurishi Chadha,136,"Drama,War"
Tubelight,2017,4.2,10462,Kabir Khan,Kabir Khan,136,"Drama,War"
Recep Ivedik 5,2017,3.5,10253,Togan Gökbakar,Sahan Gökbakar,114,Comedy
Recep Ivedik 5,2017,3.5,10253,Togan Gökbakar,Togan Gökbakar,114,Comedy
The Emoji Movie,2017,3.1,38146,Tony Leondis,Eric Siegel,86,"Adventure,Animation,Comedy"
The Emoji Movie,2017,3.1,38146,Tony Leondis,Mike White,86,"Adventure,Animation,Comedy"
The Emoji Movie,2017,3.1,38146,Tony Leondis,Tony Leondis,86,"Adventure,Animation,Comedy"
The Emoji Movie,2017,3.1,38146,Tony Leondis,John Hoffman,86,"Adventure,Animation,Comedy"
Reis,2017,1.8,71385,Hüdaverdi Yavuz,Murat Özdil,108,"Biography,Drama"
Cumali Ceber: Allah Seni Alsin,2017,1.3,34717,Gökhan Gök,Giray Demirel,100,Comedy
The Mountain II,2016,9.6,95308,Alper Caglar,Alper Caglar,135,"Drama,War"
Aynabaji,2016,9.4,16429,Amitabh Reza Chowdhury,Syed Gaosul Alam Shaon,147,"Crime,Mystery,Thriller"
Aynabaji,2016,9.4,16429,Amitabh Reza Chowdhury,Adnan Adib Khan,147,"Crime,Mystery,Thriller"
Aynabaji,2016,9.4,16429,Amitabh Reza Chowdhury,Anam Biswas,147,"Crime,Mystery,Thriller"
Dangal,2016,8.5,92548,Nitesh Tiwari,Piyush Gupta,161,"Action,Biography,Drama"
Dangal,2016,8.5,92548,Nitesh Tiwari,Shreyas Jain,161,"Action,Biography,Drama"
Dangal,2016,8.5,92548,Nitesh Tiwari,Nikhil Mehrotra,161,"Action,Biography,Drama"
Dangal,2016,8.5,92548,Nitesh Tiwari,Rajshri Sudhakar,161,"Action,Biography,Drama"
Dangal,2016,8.5,92548,Nitesh Tiwari,Nitesh Tiwari,161,"Action,Biography,Drama"
Your Name,2016,8.4,89799,Makoto Shinkai,Clark Cheng,106,"Animation,Drama,Fantasy"
Your Name,2016,8.4,89799,Makoto Shinkai,Makoto Shinkai,106,"Animation,Drama,Fantasy"
Before the Flood,2016,8.3,20399,Fisher Stevens,Mark Monroe,96,"Documentary,News"
Pink,2016,8.2,27401,Aniruddha Roy Chowdhury,Aniruddha Roy Chowdhury,136,Drama
Pink,2016,8.2,27401,Aniruddha Roy Chowdhury,Shoojit Sircar,136,Drama
Pink,2016,8.2,27401,Aniruddha Roy Chowdhury,Ritesh Shah,136,Drama
Hacksaw Ridge,2016,8.2,314416,Mel Gibson,Robert Schenkkan,139,"Biography,Drama,History"
Hacksaw Ridge,2016,8.2,314416,Mel Gibson,Andrew Knight,139,"Biography,Drama,History"
13th,2016,8.2,16566,Ava DuVernay,Ava DuVernay,100,"Crime,Documentary,History"
13th,2016,8.2,16566,Ava DuVernay,Spencer Averick,100,"Crime,Documentary,History"
A Silent Voice,2016,8.2,15129,Naoko Yamada,Amanda Winn Lee,130,"Animation,Drama,Family"
A Silent Voice,2016,8.2,15129,Naoko Yamada,Reiko Yoshida,130,"Animation,Drama,Family"
A Silent Voice,2016,8.2,15129,Naoko Yamada,Clark Cheng,130,"Animation,Drama,Family"
A Silent Voice,2016,8.2,15129,Naoko Yamada,Kiyoshi Shigematsu,130,"Animation,Drama,Family"
A Silent Voice,2016,8.2,15129,Naoko Yamada,Yoshitoki Oima,130,"Animation,Drama,Family"
La La Land,2016,8.1,367801,Damien Chazelle,Damien Chazelle,128,"Comedy,Drama,Music"
Lion,2016,8.1,157760,Garth Davis,Luke Davies,118,"Biography,Drama"
Lion,2016,8.1,157760,Garth Davis,Saroo Brierley,118,"Biography,Drama"
The Invisible Guest,2016,8.1,54643,Oriol Paulo,Oriol Paulo,106,"Crime,Mystery,Thriller"
Airlift,2016,8.1,43916,Raja Menon,Suresh Nair,130,"Action,Drama,History"
Airlift,2016,8.1,43916,Raja Menon,Raja Menon,130,"Action,Drama,History"
Airlift,2016,8.1,43916,Raja Menon,Rahul Nangia,130,"Action,Drama,History"
Airlift,2016,8.1,43916,Raja Menon,Ritesh Shah,130,"Action,Drama,History"
The Handmaiden,2016,8.1,59607,Chan-wook Park,Seo-kyeong Jeong,144,"Crime,Drama,Mystery"
The Handmaiden,2016,8.1,59607,Chan-wook Park,Chan-wook Park,144,"Crime,Drama,Mystery"
The Handmaiden,2016,8.1,59607,Chan-wook Park,Sarah Waters,144,"Crime,Drama,Mystery"
Zootopia,2016,8.0,342206,Rich Moore,Rich Moore,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Byron Howard,Rich Moore,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Jared Bush,Rich Moore,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Rich Moore,Byron Howard,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Byron Howard,Byron Howard,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Jared Bush,Byron Howard,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Rich Moore,Jared Bush,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Byron Howard,Jared Bush,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Jared Bush,Jared Bush,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Rich Moore,Phil Johnston,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Byron Howard,Phil Johnston,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Jared Bush,Phil Johnston,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Rich Moore,Jim Reardon,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Byron Howard,Jim Reardon,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Jared Bush,Jim Reardon,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Rich Moore,Josie Trinidad,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Byron Howard,Josie Trinidad,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Jared Bush,Josie Trinidad,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Rich Moore,Jennifer Lee,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Byron Howard,Jennifer Lee,108,"Adventure,Animation,Comedy"
Zootopia,2016,8.0,342206,Jared Bush,Jennifer Lee,108,"Adventure,Animation,Comedy"
Sing Street,2016,8.0,66279,John Carney,John Carney,106,"Comedy,Drama,Music"
Sing Street,2016,8.0,66279,John Carney,Simon Carmody,106,"Comedy,Drama,Music"
Deadpool,2016,8.0,716812,Tim Miller,Fabian Nicieza,108,"Action,Adventure,Comedy"
Deadpool,2016,8.0,716812,Tim Miller,Grant Morrison,108,"Action,Adventure,Comedy"
Deadpool,2016,8.0,716812,Tim Miller,Joe Madureira,108,"Action,Adventure,Comedy"
Deadpool,2016,8.0,716812,Tim Miller,Rhett Reese,108,"Action,Adventure,Comedy"
Deadpool,2016,8.0,716812,Tim Miller,Frank Quitely,108,"Action,Adventure,Comedy"
Deadpool,2016,8.0,716812,Tim Miller,Geoff Johns,108,"Action,Adventure,Comedy"
Deadpool,2016,8.0,716812,Tim Miller,Paul Wernick,108,"Action,Adventure,Comedy"
Deadpool,2016,8.0,716812,Tim Miller,Rob Liefeld,108,"Action,Adventure,Comedy"
Deadpool,2016,8.0,716812,Tim Miller,Dave Cockrum,108,"Action,Adventure,Comedy"
Deadpool,2016,8.0,716812,Tim Miller,Len Wein,108,"Action,Adventure,Comedy"
Deadpool,2016,8.0,716812,Tim Miller,Shawn Martinbrough,108,"Action,Adventure,Comedy"
Deadpool,2016,8.0,716812,Tim Miller,Ed McGuinness,108,"Action,Adventure,Comedy"
Deadpool,2016,8.0,716812,Tim Miller,Joe Kelly,108,"Action,Adventure,Comedy"
Hunt for the Wilderpeople,2016,7.9,72918,Taika Waititi,Barry Crump,101,"Adventure,Comedy,Drama"
Hunt for the Wilderpeople,2016,7.9,72918,Taika Waititi,Te Arepa Kahi,101,"Adventure,Comedy,Drama"
Hunt for the Wilderpeople,2016,7.9,72918,Taika Waititi,Taika Waititi,101,"Adventure,Comedy,Drama"
Arrival,2016,7.9,444734,Denis Villeneuve,Eric Heisserer,116,"Drama,Mystery,Sci-Fi"
Arrival,2016,7.9,444734,Denis Villeneuve,Ted Chiang,116,"Drama,Mystery,Sci-Fi"
Captain Fantastic,2016,7.9,137510,Matt Ross,Matt Ross,118,"Comedy,Drama"
24,2016,7.9,13106,Vikram K. Kumar,Vikram K. Kumar,164,"Action,Sci-Fi,Thriller"
"I, Daniel Blake",2016,7.9,37217,Ken Loach,Paul Laverty,100,Drama
Perfect Strangers,2016,7.8,34094,Paolo Genovese,Paolo Genovese,97,"Comedy,Drama"
Perfect Strangers,2016,7.8,34094,Paolo Genovese,Rolando Ravello,97,"Comedy,Drama"
Perfect Strangers,2016,7.8,34094,Paolo Genovese,Paolo Costella,97,"Comedy,Drama"
Perfect Strangers,2016,7.8,34094,Paolo Genovese,Paola Mammini,97,"Comedy,Drama"
Perfect Strangers,2016,7.8,34094,Paolo Genovese,Filippo Bologna,97,"Comedy,Drama"
Captain America: Civil War,2016,7.8,486714,Joe Russo,Stephen McFeely,147,"Action,Adventure,Sci-Fi"
Captain America: Civil War,2016,7.8,486714,Anthony Russo,Stephen McFeely,147,"Action,Adventure,Sci-Fi"
Captain America: Civil War,2016,7.8,486714,Joe Russo,Steven McNiven,147,"Action,Adventure,Sci-Fi"
Captain America: Civil War,2016,7.8,486714,Anthony Russo,Steven McNiven,147,"Action,Adventure,Sci-Fi"
Captain America: Civil War,2016,7.8,486714,Joe Russo,Christopher Markus,147,"Action,Adventure,Sci-Fi"
Captain America: Civil War,2016,7.8,486714,Anthony Russo,Christopher Markus,147,"Action,Adventure,Sci-Fi"
Captain America: Civil War,2016,7.8,486714,Joe Russo,Mark Millar,147,"Action,Adventure,Sci-Fi"
Captain America: Civil War,2016,7.8,486714,Anthony Russo,Mark Millar,147,"Action,Adventure,Sci-Fi"
Captain America: Civil War,2016,7.8,486714,Joe Russo,Jack Kirby,147,"Action,Adventure,Sci-Fi"
Captain America: Civil War,2016,7.8,486714,Anthony Russo,Jack Kirby,147,"Action,Adventure,Sci-Fi"
Captain America: Civil War,2016,7.8,486714,Joe Russo,Joe Simon,147,"Action,Adventure,Sci-Fi"
Captain America: Civil War,2016,7.8,486714,Anthony Russo,Joe Simon,147,"Action,Adventure,Sci-Fi"
The Salesman,2016,7.8,34130,Asghar Farhadi,Asghar Farhadi,124,"Drama,Thriller"
Kapoor & Sons,2016,7.8,17357,Shakun Batra,Ayesha DeVitre,132,"Comedy,Drama,Romance"
Kapoor & Sons,2016,7.8,17357,Shakun Batra,Shakun Batra,132,"Comedy,Drama,Romance"
My Life as a Zucchini,2016,7.8,13211,Michael Sinterniklaas,Morgan Navarro,66,"Animation,Comedy,Drama"
My Life as a Zucchini,2016,7.8,13211,Claude Barras,Morgan Navarro,66,"Animation,Comedy,Drama"
My Life as a Zucchini,2016,7.8,13211,Michael Sinterniklaas,Michael Sinterniklaas,66,"Animation,Comedy,Drama"
My Life as a Zucchini,2016,7.8,13211,Claude Barras,Michael Sinterniklaas,66,"Animation,Comedy,Drama"
My Life as a Zucchini,2016,7.8,13211,Michael Sinterniklaas,Gilles Paris,66,"Animation,Comedy,Drama"
My Life as a Zucchini,2016,7.8,13211,Claude Barras,Gilles Paris,66,"Animation,Comedy,Drama"
My Life as a Zucchini,2016,7.8,13211,Michael Sinterniklaas,Céline Sciamma,66,"Animation,Comedy,Drama"
My Life as a Zucchini,2016,7.8,13211,Claude Barras,Céline Sciamma,66,"Animation,Comedy,Drama"
My Life as a Zucchini,2016,7.8,13211,Michael Sinterniklaas,Christian La Monte,66,"Animation,Comedy,Drama"
My Life as a Zucchini,2016,7.8,13211,Claude Barras,Christian La Monte,66,"Animation,Comedy,Drama"
My Life as a Zucchini,2016,7.8,13211,Michael Sinterniklaas,Germano Zullo,66,"Animation,Comedy,Drama"
My Life as a Zucchini,2016,7.8,13211,Claude Barras,Germano Zullo,66,"Animation,Comedy,Drama"
My Life as a Zucchini,2016,7.8,13211,Michael Sinterniklaas,Claude Barras,66,"Animation,Comedy,Drama"
My Life as a Zucchini,2016,7.8,13211,Claude Barras,Claude Barras,66,"Animation,Comedy,Drama"
Udta Punjab,2016,7.8,20109,Abhishek Chaubey,Abhishek Chaubey,148,"Action,Crime,Drama"
Udta Punjab,2016,7.8,20109,Abhishek Chaubey,Sudip Sharma,148,"Action,Crime,Drama"
Manchester by the Sea,2016,7.8,186120,Kenneth Lonergan,Kenneth Lonergan,137,Drama
M.S. Dhoni: The Untold Story,2016,7.8,25128,Neeraj Pandey,Shyam Maheshwari,184,"Biography,Drama,Sport"
M.S. Dhoni: The Untold Story,2016,7.8,25128,Neeraj Pandey,Neeraj Pandey,184,"Biography,Drama,Sport"
M.S. Dhoni: The Untold Story,2016,7.8,25128,Neeraj Pandey,Dilip Jha,184,"Biography,Drama,Sport"
M.S. Dhoni: The Untold Story,2016,7.8,25128,Neeraj Pandey,Mohinder Pratap Singh,184,"Biography,Drama,Sport"
I Am Not Your Negro,2016,7.8,11347,Raoul Peck,Raoul Peck,93,Documentary
I Am Not Your Negro,2016,7.8,11347,Raoul Peck,James Baldwin,93,Documentary
Kubo and the Two Strings,2016,7.8,91695,Travis Knight,Shannon Tindle,101,"Action,Adventure,Animation"
Kubo and the Two Strings,2016,7.8,91695,Travis Knight,Chris Butler,101,"Action,Adventure,Animation"
Kubo and the Two Strings,2016,7.8,91695,Travis Knight,Marc Haimes,101,"Action,Adventure,Animation"
Rogue One: A Star Wars Story,2016,7.8,419741,Gareth Edwards,John Knoll,133,"Action,Adventure,Sci-Fi"
Rogue One: A Star Wars Story,2016,7.8,419741,Gareth Edwards,Gary Whitta,133,"Action,Adventure,Sci-Fi"
Rogue One: A Star Wars Story,2016,7.8,419741,Gareth Edwards,Chris Weitz,133,"Action,Adventure,Sci-Fi"
